id,body_text_nostop
950,"['gare', 'diemeringen', 'gare', 'saarbrücken', 'sarrebruck']"
951,"['gare', 'nancyville', 'gare', 'verdun']"
952,"['gare', 'dijonville', 'gare', 'neufchâteau']"
953,"['gare', 'dijonville', 'gare', 'nancyville']"
954,"['gare', 'bettembourg', 'gare', 'luxembourg']"
955,"['gare', 'millau', 'gare', 'rodez']"
956,"['gare', 'millau', 'laissacfoirail']"
957,"['gare', 'mazamet', 'gare', 'stsulpice', 'tarn']"
958,"['gare', 'castres', 'gare', 'stsulpice', 'tarn']"
959,"['gare', 'capdenac', 'gare', 'figeac']"
960,"['gare', 'figeac', 'gare', 'tessonnières']"
961,"['gare', 'aurillac', 'gare', 'toulousematabiau']"
962,"['gare', 'auch', 'gare', 'lislejourdain', 'gers']"
963,"['gare', 'auch', 'gare', 'toulousematabiau']"
964,"['gare', 'auch', 'gare', 'colomiers']"
965,"['gare', 'lislejourdain', 'gers', 'gare', 'toulousematabiau']"
966,"['gare', 'colomiers', 'gare', 'lislejourdain', 'gers']"
967,"['gare', 'brivelagaillarde', 'gare', 'montaubanvillebourbon']"
968,"['gare', 'cahors', 'gare', 'montaubanvillebourbon']"
969,"['gare', 'boussens', 'gare', 'pau']"
970,"['gare', 'muret', 'gare', 'tarbes']"
971,"['gare', 'boussens', 'gare', 'muret']"
972,"['gare', 'boussens', 'gare', 'montréjeaugourdanpol']"
973,"['gare', 'montréjeaugourdanpol', 'gare', 'muret']"
974,"['gare', 'pau', 'gare', 'tarbes']"
975,"['gare', 'lourdes', 'gare', 'tarbes']"
976,"['gare', 'agen', 'gare', 'montaubanvillebourbon']"
977,"['gare', 'capdenac', 'gare', 'rodez']"
978,"['gare', 'brivelagaillarde', 'gare', 'capdenac']"
979,"['gare', 'cambrai', 'ville', 'gare', 'st', 'quentin']"
980,"['gare', 'boulogne', 'ville', 'gare', 'calais', 'fréthun']"
981,"['gare', 'calais', 'fréthun', 'gare', 'rang', 'fl', 'verton', 'ber']"
982,"['gare', 'lille', 'flandres', 'gare', 'mouscron', 'moeskroen']"
983,"['gare', 'douai', 'gare', 'lille', 'flandres']"
984,"['gare', 'cambrai', 'ville', 'gare', 'valenciennes']"
985,"['gare', 'aulnoye', 'aymeries', 'gare', 'jeumont']"
986,"['gare', 'aulnoye', 'aymeries', 'gare', 'maubeuge']"
987,"['gare', 'maubeuge', 'gare', 'st', 'quentin']"
988,"['gare', 'aulnoye', 'aymeries', 'gare', 'busigny']"
989,"['gare', 'amiens', 'gare', 'arras']"
990,"['gare', 'aulnoye', 'aymeries', 'gare', 'hirson']"
991,"['gare', 'lille', 'flandres', 'gare', 'valenciennes']"
992,"['gare', 'jeumont', 'gare', 'maubeuge']"
993,"['gare', 'jeumont', 'gare', 'valenciennes']"
994,"['gare', 'charleroi', 'sud', 'gare', 'maubeuge']"
995,"['gare', 'calais', 'ville', 'gare', 'hazebrouck']"
996,"['gare', 'arras', 'gare', 'st', 'pol', 'ternoise']"
997,"['gare', 'abbeville', 'gare', 'amiens']"
998,"['gare', 'arras', 'gare', 'lens']"
999,"['gare', 'arras', 'gare', 'lille', 'flandres']"
1000,"['gare', 'amiens', 'gare', 'lille', 'flandres']"
1001,"['gare', 'albert', 'gare', 'douai']"
1002,"['gare', 'amiens', 'gare', 'douai']"
1003,"['gare', 'albert', 'gare', 'arras']"
1004,"['gare', 'dunkerque', 'gare', 'lille', 'flandres']"
1005,"['gare', 'caen', 'gare', 'cherbourg']"
1006,"['gare', 'evreux', 'normandie', 'gare', 'manteslajolie']"
1007,"['gare', 'mans', 'gare', 'tours']"
1008,"['gare', 'amiens', 'gare', 'rouenrivedroite']"
1009,"['gare', 'rochesuryon', 'gare', 'rochelleville']"
1010,"['gare', 'angersstlaud', 'gare', 'sablésursarthe']"
1011,"['gare', 'mans', 'gare', 'nogentlerotrou']"
1012,"['gare', 'connerrébeillé', 'gare', 'mans']"
1013,"['gare', 'laval', 'gare', 'mans']"
1014,"['gare', 'angersstlaud', 'gare', 'saumur']"
1015,"['gare', 'angersstlaud', 'gare', 'cholet']"
1016,"['gare', 'beauvaisgaresncf', 'gare', 'persanbeaumont']"
1017,"['gare', 'tergnier', 'laongareroutièrepoma']"
1018,"['gare', 'amiens', 'gare', 'tergnier']"
1019,"['gare', 'amiens', 'gare', 'st', 'quentin']"
1020,"['gare', 'creil', 'gare', 'laon']"
1021,"['gare', 'creil', 'laongareroutièrepoma']"
1022,"['gare', 'st', 'quentin', 'gare', 'tergnier']"
1023,"['gare', 'creil', 'gare', 'stjustsncf']"
1024,"['gare', 'amiens', 'gare', 'stjustsncf']"
1025,"['gare', 'amiens', 'gare', 'creil']"
1026,"['gare', 'abancourt', 'tréportmerslesb']"
1027,"['gare', 'angoulême', 'gare', 'poitiers']"
1028,"['gare', 'rochelleville', 'gare', 'saintes']"
1029,"['gare', 'larochelleptdauphine', 'gare', 'rochefort']"
1030,"['gare', 'rochelleville', 'gare', 'stmariensstyzan']"
1031,"['gare', 'rochelleville', 'gare', 'larochelleptdauphine']"
1032,"['gare', 'larochelleptdauphine', 'gare', 'saintes']"
1033,"['gare', 'niort', 'gare', 'saintes']"
1034,"['gare', 'niort', 'gare', 'royan']"
1035,"['gare', 'angoulême', 'gare', 'saintes']"
1036,"['gare', 'angoulême', 'gare', 'royan']"
1037,"['gare', 'breilsurroya', 'gare', 'tende']"
1038,"['gare', 'cannes', 'gare', 'grasse']"
1039,"['gare', 'marseillestcharles', 'gare', 'toulon']"
1040,"['gare', 'arcsdraguignan', 'gare', 'straphaëlvalescure']"
1041,"['gare', 'niceville', 'gare', 'sospel']"
1042,"['gare', 'niceville', 'gare', 'touetdelescarène']"
1043,"['gare', 'avignoncentre', 'gare', 'miramas']"
1044,"['aixgareroutière', 'gare', 'marseillestcharles']"
1045,"['aixgareroutière', 'gare', 'gardanne']"
1046,"['gare', 'marseillestcharles', 'gare', 'sisteron']"
1047,"['gare', 'marseillestcharles', 'gare', 'martigues']"
1048,"['roannegareroutière', 'saintetiennechtx', 'gr']"
1049,"['lyonperrachegarerout', 'roannegareroutière']"
1050,"['gare', 'clellesmens', 'gare', 'veynesdévoluy']"
1051,"['gare', 'gap', 'gare', 'veynesdévoluy']"
1052,"['gare', 'rochesurforon', 'gare', 'stgervaislblefayet']"
1053,"['gare', 'annecy', 'gare', 'rochesurforon']"
1054,"['gare', 'chedde', 'gare', 'stgervaislblefayet']"
1055,"['gare', 'sarrebourg', 'gare', 'strasbourg']"
1056,"['gare', 'krimmerimeinau', 'gare', 'strasbourg']"
1057,"['gare', 'metzville', 'gare', 'strasbourg']"
1058,"['gare', 'strasbourg', 'gare', 'wissembourg']"
1059,"['gare', 'krimmerimeinau', 'gare', 'sarreguemines']"
1060,"['gare', 'colmar', 'gare', 'strasbourg']"
1061,"['gare', 'obernai', 'gare', 'strasbourg']"
1062,"['gare', 'stdiédesvosges', 'gare', 'strasbourg']"
1063,"['gare', 'mulhouse', 'gare', 'strasbourg']"
1064,"['gare', 'erstein', 'gare', 'mulhouse']"
1065,"['gare', 'mulhouse', 'gare', 'sélestat']"
1066,"['gare', 'lutterbach', 'tramtrain', 'gare', 'mulhousegarecentrale']"
1067,"['gare', 'mulhousegarecentrale', 'gare', 'thannsaintjacques']"
1068,"['gare', 'mulhousegarecentrale', 'gare', 'thann']"
1069,"['gare', 'mulhouse', 'gare', 'thannsaintjacques']"
1070,"['gare', 'mulhouse', 'gare', 'willersurthur']"
1071,"['gare', 'mulhouse', 'gare', 'thann']"
1072,"['gare', 'mulhouse', 'gare', 'wesserling']"
1073,"['gare', 'niederbronn', 'gare', 'strasbourg']"
1074,"['gare', 'conflansjarny', 'gare', 'nancyville']"
1075,"['gare', 'longuyon', 'gare', 'thionville']"
1076,"['gare', 'longwy', 'gare', 'thionville']"
1077,"['gare', 'barleduc', 'gare', 'lunéville']"
1078,"['gare', 'lunéville', 'gare', 'revigny']"
1079,"['gare', 'epernay', 'gare', 'nancyville']"
1080,"['gare', 'epernay', 'gare', 'lunéville']"
1081,"['gare', 'epernay', 'gare', 'metzville']"
1082,"['gare', 'lunéville', 'gare', 'toul']"
1083,"['gare', 'epinal', 'gare', 'metzville']"
1084,"['gare', 'metzville', 'gare', 'remiremont']"
1085,"['gare', 'metzville', 'gare', 'sarrebourg']"
1086,"['gare', 'metzville', 'gare', 'sarreguemines']"
1087,"['gare', 'nancyville', 'gare', 'strasbourg']"
1088,"['gare', 'lunéville', 'gare', 'strasbourg']"
1089,"['gare', 'lunéville', 'gare', 'metzville']"
1090,"['gare', 'nancyville', 'gare', 'toul']"
1091,"['gare', 'culmontchalindrey', 'gare', 'vittel']"
1092,"['gare', 'parisest', 'gare', 'vittel']"
1093,"['gare', 'charlevillemézières', 'gare', 'longuyon']"
1094,"['gare', 'charlevillemézières', 'gare', 'thionville']"
1095,"['gare', 'champagneardenne', 'gare', 'charlevillemézières']"
1096,"['gare', 'champagneardenne', 'gare', 'reims']"
1097,"['gare', 'châteauthierry', 'gare', 'reims']"
1098,"['gare', 'barleduc', 'gare', 'parisest']"
1099,"['gare', 'châteauthierry', 'gare', 'parisest']"
1100,"['gare', 'barleduc', 'gare', 'châteauthierry']"
1101,"['gare', 'châlonsenchampagne', 'gare', 'parisest']"
1102,"['gare', 'parisest', 'gare', 'stdizier']"
1103,"['gare', 'epernay', 'gare', 'parisest']"
1104,"['gare', 'châteauthierry', 'gare', 'stdizier']"
1105,"['gare', 'parisest', 'gare', 'strasbourg']"
1106,"['gare', 'parisest', 'gare', 'sarrebourg']"
1107,"['gare', 'nancyville', 'gare', 'parisest']"
1108,"['gare', 'barleduc', 'gare', 'strasbourg']"
1109,"['gare', 'parisest', 'gare', 'troyes']"
1110,"['gare', 'culmontchalindrey', 'gare', 'parisest']"
1111,"['gare', 'chaumont', 'gare', 'culmontchalindrey']"
1112,"['gare', 'chaumont', 'gare', 'parisest']"
1113,"['gare', 'mulhouse', 'gare', 'parisest']"
1114,"['gare', 'mulhouse', 'gare', 'troyes']"
1115,"['gare', 'chaumont', 'gare', 'mulhouse']"
1116,"['gare', 'belfortville', 'gare', 'parisest']"
1117,"['gare', 'belfortville', 'gare', 'troyes']"
1118,"['gare', 'longueville', 'setm', 'gare', 'mulhouse']"
1119,"['gare', 'belfortville', 'gare', 'chaumont']"
1120,"['gare', 'dijonville', 'gare', 'parisest']"
1121,"['gare', 'culmontchalindrey', 'gare', 'dijonville']"
1122,"['gare', 'châlonsenchampagne', 'gare', 'reims']"
1123,"['gare', 'reims', 'gare', 'stdizier']"
1124,"['gare', 'culmontchalindrey', 'gare', 'reims']"
1125,"['gare', 'chaumont', 'gare', 'reims']"
1126,"['gare', 'culmontchalindrey', 'gare', 'stdizier']"
1127,"['gare', 'dijonville', 'gare', 'reims']"
1128,"['gare', 'dijonville', 'gare', 'stdizier']"
1129,"['gare', 'epernay', 'gare', 'reims']"
1130,"['gare', 'champagneardenne', 'gare', 'sedan']"
1131,"['gare', 'aulnoye', 'aymeries', 'gare', 'valenciennes']"
1132,"['gare', 'maubeuge', 'gare', 'valenciennes']"
1133,"['gare', 'hirson', 'gare', 'valenciennes']"
1134,"['gare', 'busigny', 'gare', 'maubeuge']"
1135,"['gare', 'aulnoye', 'aymeries', 'gare', 'tergnier']"
1136,"['gare', 'aulnoye', 'aymeries', 'gare', 'st', 'quentin']"
1137,"['gare', 'lille', 'flandres', 'gare', 'maubeuge']"
1138,"['gare', 'aulnoye', 'aymeries', 'gare', 'lille', 'flandres']"
1139,"['gare', 'jeumont', 'gare', 'lille', 'flandres']"
1140,"['gare', 'hirson', 'gare', 'lille', 'flandres']"
1141,"['gare', 'charlevillemézières', 'gare', 'lille', 'flandres']"
1142,"['gare', 'béthune', 'gare', 'lille', 'flandres']"
1143,"['gare', 'calais', 'ville', 'gare', 'rang', 'fl', 'verton', 'ber']"
1144,"['gare', 'calais', 'ville', 'gare', 'etaples', 'touquet']"
1145,"['gare', 'cambrai', 'ville', 'gare', 'douai']"
1146,"['gare', 'douai', 'gare', 'valenciennes']"
1147,"['gare', 'douai', 'gare', 'lens']"
1148,"['gare', 'lille', 'flandres', 'gare', 'st', 'quentin']"
1149,"['gare', 'cambrai', 'ville', 'gare', 'lille', 'flandres']"
1150,"['gare', 'douai', 'gare', 'st', 'quentin']"
1151,"['gare', 'lille', 'flandres', 'gare', 'tourcoing']"
1152,"['gare', 'boulogne', 'ville', 'gare', 'lille', 'europe']"
1153,"['gare', 'calais', 'ville', 'gare', 'lille', 'europe']"
1154,"['gare', 'arras', 'gare', 'calais', 'fréthun']"
1155,"['gare', 'lille', 'europe', 'gare', 'rang', 'fl', 'verton', 'ber']"
1156,"['gare', 'calais', 'fréthun', 'gare', 'lille', 'europe']"
1157,"['gare', 'dunkerque', 'gare', 'lille', 'europe']"
1158,"['gare', 'amiens', 'gare', 'dunkerque']"
1159,"['gare', 'calais', 'ville', 'gare', 'dunkerque']"
1160,"['gare', 'dunkerque', 'gare', 'hazebrouck']"
1161,"['gare', 'lille', 'flandres', 'gare', 'st', 'omer']"
1162,"['gare', 'calais', 'ville', 'gare', 'lille', 'flandres']"
1163,"['gare', 'arras', 'gare', 'hazebrouck']"
1164,"['gare', 'arras', 'gare', 'dunkerque']"
1165,"['gare', 'arras', 'gare', 'béthune']"
1166,"['gare', 'hazebrouck', 'gare', 'lens']"
1167,"['gare', 'béthune', 'gare', 'lens']"
1168,"['gare', 'arras', 'gare', 'calais', 'ville']"
1169,"['gare', 'hirson', 'gare', 'laon']"
1170,"['gare', 'beauvaisgaresncf', 'gare', 'paris', 'gare', 'nord']"
1171,"['gare', 'paris', 'gare', 'nord', 'gare', 'persanbeaumont']"
1172,"['gare', 'creil', 'gare', 'paris', 'gare', 'nord']"
1173,"['gare', 'abancourt', 'gare', 'creil']"
1174,"['gare', 'abancourt', 'gare', 'beauvaisgaresncf']"
1175,"['gare', 'compiègne', 'gare', 'paris', 'gare', 'nord']"
1176,"['gare', 'compiègne', 'gare', 'creil']"
1177,"['gare', 'paris', 'gare', 'nord', 'gare', 'tergnier']"
1178,"['gare', 'creil', 'gare', 'st', 'quentin']"
1179,"['gare', 'abbeville', 'gare', 'albert']"
1180,"['gare', 'amiens', 'gare', 'compiègne']"
1181,"['gare', 'paris', 'gare', 'nord', 'gare', 'stjustsncf']"
1182,"['gare', 'clermontdeloise', 'gare', 'paris', 'gare', 'nord']"
1183,"['gare', 'amiens', 'gare', 'laon']"
1184,"['gare', 'laon', 'gare', 'tergnier']"
1185,"['gare', 'lille', 'flandres', 'gare', 'rouenrivedroite']"
1186,"['gare', 'abancourt', 'gare', 'amiens']"
1187,"['gare', 'aulnoye', 'aymeries', 'gare', 'laon']"
1188,"['gare', 'laon', 'gare', 'paris', 'gare', 'nord']"
1189,"['gare', 'crépyenvalois', 'gare', 'laon']"
1190,"['gare', 'parisstlazare', 'gare', 'vernongiverny']"
1191,"['gare', 'oissel', 'gare', 'parisstlazare']"
1192,"['gare', 'manteslajolie', 'gare', 'vernongiverny']"
1193,"['gare', 'havre', 'gare', 'montivilliers']"
1194,"['gare', 'havre', 'gare', 'rolleville']"
1195,"['gare', 'fécamp', 'gare', 'havre']"
1196,"['gare', 'havre', 'gare', 'rouenrivedroite']"
1197,"['gare', 'elbeufstaubin', 'gare', 'yvetot']"
1198,"['gare', 'rouenrivedroite', 'gare', 'yvetot']"
1199,"['gare', 'evreux', 'normandie', 'gare', 'parisstlazare']"
1200,"['gare', 'parisstlazare', 'gare', 'serquigny']"
1201,"['gare', 'bueil', 'gare', 'manteslajolie']"
1202,"['gare', 'dieppe', 'gare', 'rouenrivedroite']"
1203,"['gare', 'evreux', 'normandie', 'gare', 'lisieux']"
1204,"['gare', 'caen', 'gare', 'lisieux']"
1205,"['gare', 'caen', 'gare', 'coutances']"
1206,"['gare', 'caen', 'gare', 'stlô']"
1207,"['gare', 'caen', 'gare', 'dol']"
1208,"['gare', 'dol', 'gare', 'granville']"
1209,"['gare', 'argentan', 'gare', 'granville']"
1210,"['gare', 'caen', 'gare', 'granville']"
1211,"['gare', 'alençon', 'gare', 'caen']"
1212,"['gare', 'argentan', 'gare', 'caen']"
1213,"['gare', 'rennes', 'gare', 'retiers']"
1214,"['gare', 'janzé', 'gare', 'rennes']"
1215,"['gare', 'dol', 'gare', 'rennes']"
1216,"['gare', 'montreuilsurille', 'gare', 'rennes']"
1217,"['gare', 'rennes', 'gare', 'stmalo']"
1218,"['gare', 'lannion', 'gare', 'plouarettrégor']"
1219,"['gare', 'callac', 'gare', 'carhaix']"
1220,"['gare', 'callac', 'gare', 'guingamp']"
1221,"['gare', 'guingamp', 'gare', 'paimpol']"
1222,"['gare', 'brohinière', 'gare', 'rennes']"
1223,"['gare', 'brest', 'gare', 'lannion']"
1224,"['gare', 'brest', 'gare', 'rennes']"
1225,"['gare', 'quimper', 'gare', 'vannes']"
1226,"['gare', 'quimper', 'gare', 'rennes']"
1227,"['gare', 'châteauduloir', 'gare', 'mans']"
1228,"['gare', 'alençon', 'gare', 'mans']"
1229,"['gare', 'alençon', 'gare', 'tours']"
1230,"['gare', 'alençon', 'gare', 'châteauduloir']"
1231,"['gare', 'mans', 'gare', 'nantes']"
1232,"['gare', 'angersstlaud', 'gare', 'nantes']"
1233,"['gare', 'croisic', 'gare', 'mans']"
1234,"['gare', 'angersstlaud', 'gare', 'mans']"
1235,"['gare', 'mans', 'gare', 'sablésursarthe']"
1236,"['gare', 'laval', 'gare', 'rennes']"
1237,"['gare', 'mans', 'gare', 'rennes']"
1238,"['gare', 'laval', 'gare', 'nantes']"
1239,"['gare', 'croisic', 'gare', 'rennes']"
1240,"['gare', 'nantes', 'gare', 'stnazaire']"
1241,"['gare', 'croisic', 'gare', 'nantes']"
1242,"['gare', 'nantes', 'gare', 'redon']"
1243,"['gare', 'nantes', 'gare', 'quimper']"
1244,"['gare', 'brest', 'gare', 'nantes']"
1245,"['gare', 'nantes', 'gare', 'savenay']"
1246,"['gare', 'nantes', 'gare', 'saumur']"
1247,"['gare', 'cholet', 'gare', 'saumur']"
1248,"['gare', 'rochesuryon', 'gare', 'nantes']"
1249,"['gare', 'sablesdolonne', 'gare', 'nantes']"
1250,"['gare', 'chantonnay', 'gare', 'rochesuryon']"
1251,"['gare', 'sablesdolonne', 'gare', 'saumur']"
1252,"['gare', 'nantes', 'gare', 'stepazanne']"
1253,"['gare', 'nantes', 'gare', 'pornic']"
1254,"['gare', 'ancenis', 'gare', 'nantes']"
1255,"['gare', 'nantes', 'gare', 'sucésurerdre']"
1256,"['gare', 'nantes', 'gare', 'nortsurerdre']"
1257,"['gare', 'châteaubrianttt', 'gare', 'nantes']"
1258,"['gare', 'clisson', 'gare', 'nantes']"
1259,"['gare', 'nantes', 'gare', 'orléans']"
1260,"['gare', 'croisic', 'gare', 'orléans']"
1261,"['gare', 'croisic', 'gare', 'tours']"
1262,"['gare', 'nantes', 'gare', 'tours']"
1263,"['gare', 'angersstlaud', 'gare', 'tours']"
1264,"['gare', 'saumur', 'gare', 'tours']"
1265,"['gare', 'thouars', 'gare', 'tours']"
1266,"['gare', 'bressuire', 'gare', 'tours']"
1267,"['gare', 'angersstlaud', 'gare', 'thouars']"
1268,"['gare', 'bloischambord', 'gare', 'orléans']"
1269,"['gare', 'orléans', 'gare', 'stpierredescorps']"
1270,"['gare', 'reignac', 'gare', 'tours']"
1271,"['gare', 'parisausterlitz', 'gare', 'vendôme']"
1272,"['gare', 'châteaudun', 'gare', 'parisausterlitz']"
1273,"['gare', 'châteaudun', 'gare', 'parisgaredelyon']"
1274,"['gare', 'parisgaredelyon', 'gare', 'vendôme']"
1275,"['gare', 'parisbercy', 'gare', 'vendôme']"
1276,"['gare', 'châteaudun', 'gare', 'voves']"
1277,"['gare', 'tours', 'gare', 'voves']"
1278,"['gare', 'blérélacroix', 'gare', 'tours']"
1279,"['gare', 'staignannoyers', 'gare', 'tours']"
1280,"['gare', 'tours', 'gare', 'vierzon']"
1281,"['gare', 'bourges', 'gare', 'tours']"
1282,"['gare', 'nevers', 'gare', 'tours']"
1283,"['gare', 'saumur', 'gare', 'thouars']"
1284,"['gare', 'montluçonville', 'gare', 'vallonensully']"
1285,"['gare', 'commentry', 'gare', 'vallonensully']"
1286,"['gare', 'commentry', 'gare', 'stamandmontrondorval']"
1287,"['gare', 'bourges', 'gare', 'commentry']"
1288,"['gare', 'salbris', 'gare', 'valençay']"
1289,"['gare', 'bourges', 'gare', 'orléans']"
1290,"['gare', 'orléans', 'gare', 'vierzon']"
1291,"['gare', 'nevers', 'gare', 'orléans']"
1292,"['gare', 'nevers', 'gare', 'vierzon']"
1293,"['gare', 'argentonsurcreuse', 'gare', 'orléans']"
1294,"['gare', 'châteauroux', 'gare', 'orléans']"
1295,"['gare', 'limogesbénédictins', 'gare', 'orléans']"
1296,"['gare', 'limogesbénédictins', 'gare', 'vierzon']"
1297,"['gare', 'argentonsurcreuse', 'gare', 'limogesbénédictins']"
1298,"['gare', 'chartres', 'gare', 'voves']"
1299,"['gare', 'angersstlaud', 'gare', 'chartres']"
1300,"['gare', 'poitiers', 'gare', 'tours']"
1301,"['gare', 'niort', 'gare', 'poitiers']"
1302,"['gare', 'rochelleville', 'gare', 'poitiers']"
1303,"['gare', 'rochelleville', 'gare', 'niort']"
1304,"['gare', 'rochesuryon', 'gare', 'tours']"
1305,"['gare', 'rochelleville', 'gare', 'rochefort']"
1306,"['gare', 'bordeauxstjean', 'gare', 'saintes']"
1307,"['gare', 'royan', 'gare', 'saintes']"
1308,"['gare', 'angoulême', 'gare', 'larochelleptdauphine']"
1309,"['gare', 'angoulême', 'gare', 'rochelleville']"
1310,"['gare', 'bordeauxstjean', 'gare', 'larochelleptdauphine']"
1311,"['gare', 'bordeauxstjean', 'gare', 'rochelleville']"
1312,"['gare', 'angoulême', 'gare', 'bordeauxstjean']"
1313,"['gare', 'bordeauxstjean', 'gare', 'libourne']"
1314,"['gare', 'angoulême', 'gare', 'coutras']"
1315,"['gare', 'bordeauxstjean', 'gare', 'coutras']"
1316,"['gare', 'bordeauxstjean', 'gare', 'stmariensstyzan']"
1317,"['gare', 'bordeauxstjean', 'gare', 'brivelagaillarde']"
1318,"['gare', 'bordeauxstjean', 'gare', 'périgueux']"
1319,"['gare', 'bordeauxstjean', 'gare', 'condatlelardin']"
1320,"['gare', 'bordeauxstjean', 'gare', 'tulle']"
1321,"['gare', 'condatlelardin', 'gare', 'périgueux']"
1322,"['gare', 'mussidan', 'gare', 'périgueux']"
1323,"['gare', 'bordeauxstjean', 'gare', 'limogesbénédictins']"
1324,"['gare', 'bergerac', 'gare', 'bordeauxstjean']"
1325,"['gare', 'bordeauxstjean', 'gare', 'sarlat']"
1326,"['gare', 'bordeauxstjean', 'gare', 'buisson']"
1327,"['gare', 'buisson', 'gare', 'périgueux']"
1328,"['gare', 'agen', 'gare', 'limogesbénédictins']"
1329,"['gare', 'monsempronlibos', 'gare', 'périgueux']"
1330,"['gare', 'bordeauxstjean', 'gare', 'morcenx']"
1331,"['gare', 'bordeauxstjean', 'gare', 'pauillac']"
1332,"['gare', 'lesparre', 'gare', 'pessac']"
1333,"['gare', 'bordeauxstjean', 'gare', 'macau']"
1334,"['gare', 'macau', 'gare', 'pessac']"
1335,"['gare', 'arcachon', 'gare', 'bordeauxstjean']"
1336,"['gare', 'biganosfacture', 'gare', 'bordeauxstjean']"
1337,"['gare', 'bordeauxstjean', 'gare', 'hendaye']"
1338,"['gare', 'bayonne', 'gare', 'dax']"
1339,"['gare', 'bayonne', 'gare', 'hendaye']"
1340,"['gare', 'agen', 'gare', 'marmande']"
1341,"['gare', 'bordeauxstjean', 'gare', 'marmande']"
1342,"['gare', 'agen', 'gare', 'langon']"
1343,"['gare', 'bayonne', 'gare', 'tarbes']"
1344,"['gare', 'bordeauxstjean', 'gare', 'pau']"
1345,"['gare', 'bordeauxstjean', 'gare', 'tarbes']"
1346,"['gare', 'bordeauxstjean', 'gare', 'lourdes']"
1347,"['gare', 'dorat', 'gare', 'poitiers']"
1348,"['gare', 'limogesbénédictins', 'gare', 'stjunien']"
1349,"['gare', 'limogesbénédictins', 'gare', 'styrieixlaperche']"
1350,"['gare', 'eymoutiersvassiviere', 'gare', 'limogesbénédictins']"
1351,"['gare', 'limogesbénédictins', 'gare', 'montluçonville']"
1352,"['gare', 'felletingare', 'gare', 'guéret']"
1353,"['gare', 'bordeauxstjean', 'gare', 'montluçonville']"
1354,"['gare', 'bordeauxstjean', 'gare', 'guéret']"
1355,"['gare', 'bordeauxstjean', 'gare', 'ussel']"
1356,"['gare', 'périgueux', 'gare', 'ussel']"
1357,"['gare', 'souterraine', 'gare', 'limogesbénédictins']"
1358,"['gare', 'châteauroux', 'gare', 'limogesbénédictins']"
1359,"['gare', 'rodez', 'gare', 'toulousematabiau']"
1360,"['gare', 'carmaux', 'gare', 'toulousematabiau']"
1361,"['gare', 'brivelagaillarde', 'gare', 'rodez']"
1362,"['gare', 'colomiers', 'gare', 'toulousematabiau']"
1363,"['gare', 'lislejourdain', 'gers', 'gare', 'saintcyprienarènes']"
1364,"['gare', 'colomiers', 'gare', 'saintcyprienarènes']"
1365,"['gare', 'carcassonne', 'gare', 'toulousematabiau']"
1366,"['gare', 'capdenac', 'gare', 'toulousematabiau']"
1367,"['gare', 'tessonnières', 'gare', 'toulousematabiau']"
1368,"['gare', 'aurillac', 'gare', 'clermontferrand']"
1369,"['gare', 'arvant', 'gare', 'clermontferrand']"
1370,"['gare', 'pamiers', 'gare', 'toulousematabiau']"
1371,"['gare', 'latourdecarolenveitg', 'gare', 'toulousematabiau']"
1372,"['gare', 'foix', 'gare', 'latourdecarolenveitg']"
1373,"['gare', 'brivelagaillarde', 'gare', 'toulousematabiau']"
1374,"['gare', 'cahors', 'gare', 'toulousematabiau']"
1375,"['gare', 'montaubanvillebourbon', 'gare', 'toulousematabiau']"
1376,"['gare', 'brivelagaillarde', 'gare', 'cahors']"
1377,"['gare', 'agen', 'gare', 'toulousematabiau']"
1378,"['gare', 'stsulpice', 'tarn', 'gare', 'toulousematabiau']"
1379,"['gare', 'muret', 'gare', 'toulousematabiau']"
1380,"['gare', 'boussens', 'gare', 'toulousematabiau']"
1381,"['gare', 'montréjeaugourdanpol', 'gare', 'toulousematabiau']"
1382,"['gare', 'tarbes', 'gare', 'toulousematabiau']"
1383,"['gare', 'clermontferrand', 'gare', 'durtolnohanent']"
1384,"['gare', 'clermontferrand', 'gare', 'stgermaindesfossés']"
1385,"['gare', 'clermontferrand', 'gare', 'nevers']"
1386,"['gare', 'clermontferrand', 'gare', 'viclecomte']"
1387,"['gare', 'brioude', 'gare', 'clermontferrand']"
1388,"['gare', 'clermontferrand', 'gare', 'issoire']"
1389,"['gare', 'clermontferrand', 'gare', 'lioran']"
1390,"['gare', 'brivelagaillarde', 'gare', 'neussargues']"
1391,"['gare', 'clermontferrand', 'gare', 'nîmes']"
1392,"['gare', 'nevers', 'gare', 'viclecomte']"
1393,"['gare', 'moulinssurallier', 'gare', 'viclecomte']"
1394,"['gare', 'stgermaindesfossés', 'gare', 'viclecomte']"
1395,"['gare', 'issoire', 'gare', 'moulinssurallier']"
1396,"['gare', 'issoire', 'gare', 'riomchâtelguyon']"
1397,"['gare', 'riomchâtelguyon', 'gare', 'viclecomte']"
1398,"['gare', 'issoire', 'gare', 'stgermaindesfossés']"
1399,"['gare', 'gannat', 'gare', 'issoire']"
1400,"['gare', 'gannat', 'gare', 'viclecomte']"
1401,"['gare', 'brioude', 'gare', 'gannat']"
1402,"['gare', 'brioude', 'gare', 'moulinssurallier']"
1403,"['gare', 'clermontferrand', 'gare', 'dijonville']"
1404,"['gare', 'dijonville', 'gare', 'moulinssurallier']"
